response_id,duration_in_seconds,finished,recorded_date,location_latitude,location_longitude,distribution_channel,user_language,consent_age,consent,age,gender,rv_screen,race,education,income,party_id,pid_lean,x2020_vote,need_for_cognition_1,need_for_cognition_2,need_for_cognition_3,x2024_horserace,x2024_horserace_7_text,x2024_horserace_push,x2024_horserace_push_6_text,favorabilities_1,favorabilities_2,favorabilities_3,favorabilities_4,ideology_1,ideology_2,ideology_3,ideology_4,ideology_5,ideology_6,ideology_7,social_support_1,social_support_2,social_support_3,social_support_4,social_support_5,social_support_6,social_support_7,econ_support_1,econ_support_2,econ_support_3,econ_support_4,econ_support_5,econ_support_6,econ_support_7,econ_support_8,econ_support_9,econ_support_10,foreign_support_1,foreign_support_2,foreign_support_3,foreign_support_4,foreign_support_5,foreign_support_6,foreign_support_7,foreign_support_8,social_party_support_1,social_party_support_2,social_party_support_3,social_party_support_4,social_party_support_5,social_party_support_6,social_party_support_7,econ_party_support_1,econ_party_support_2,econ_party_support_3,econ_party_support_4,econ_party_support_5,econ_party_support_6,econ_party_support_7,econ_party_support_8,econ_party_support_9,econ_party_support_10,foreign_party_suppor_1,foreign_party_suppor_2,foreign_party_suppor_3,foreign_party_suppor_4,foreign_party_suppor_5,foreign_party_suppor_6,foreign_party_suppor_7,foreign_party_suppor_8,senate_control,house_control,scotus_control,scotus_appointments,gerrymandering_def,ec_mechanics,amendment_mechanics,filibuster,scotus_bias,money_vs_ideology,npv,threat_max_diff_1,threat_max_diff_2,reform_max_diff_1,reform_max_diff_2,prolific_pid,study_id,session_id,reform_statement1,reform_statement2,reform_statement3,reform_statement4,threat_statement1,threat_statement2,threat_statement3,threat_statement4,q_straightlining_count,q_straightlining_percentage,q_straightlining_questions
1838,595,1,2024-10-07,42,-71,anonymous,EN,1,2,2,1,1,4,5,3,1,NA,5,3,4,4,6,NA,1,NA,4,4,1,1,4,1,1,1,5,5,5,NA,4,NA,1,NA,1,NA,NA,4,NA,NA,4,1,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,2,NA,2,NA,1,NA,1,NA,NA,4,NA,NA,2,1,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,3,1,4,4,1,1,4,1,4,1,2,1,1,2,2,2,668995d152a01d16fe55b674,6704414f026babc0c70b4c16,670453b6d4bc105c5e555a1f,"We need to restore the 1965 Voting Rights Act. Across the country, voting rights are under threat as politicians use voter suppression tactics to disenfranchise minority voters and violate their 15th Amendment right to vote.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need to make Election Day a national holiday. Right now, Election Day is the first Tuesday of November. But not everyone can take the time away from work or taking care of kids, and their voices deserve to be heard too.",Racism,Partisanship,Having only two political parties,Right-wing extremism,2,0.2222222222222222,"QID52,QID56"
1839,363,1,2024-10-07,40,-77,anonymous,EN,1,2,3,1,1,4,3,2,1,NA,1,3,2,4,1,NA,NA,NA,4,4,1,1,4,1,1,1,5,4,4,NA,NA,NA,NA,3,1,4,NA,NA,2,NA,5,5,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,4,NA,NA,NA,NA,2,1,2,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,2,1,1,2,2,3,1,4,4,3,2,1,1,2,2,2,5de2ba2da8c7a62e93733909,66da270a6acf8cbd58dc85fe,6704547fd0e2b4683f9b51fc,"We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.","These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.","We need to overturn Citizens United, a 2010 Supreme Court case that struck down campaign contribution limits for corporations. The wealthy have too much influence in politics, and corporations making unlimited donations to candidates is just legalized corruption.",Attempts to overturn elections,The Electoral College,Immigration bringing in new voters who don’t share American values,Gerrymandering,0,0,NA
1840,373,1,2024-10-07,35,-82,anonymous,EN,1,2,3,1,1,1,5,5,2,NA,2,2,4,4,2,NA,NA,NA,1,2,4,3,2,3,3,3,5,4,4,4,NA,NA,NA,NA,4,3,NA,NA,3,NA,NA,1,NA,4,NA,NA,1,NA,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,3,NA,NA,NA,2,1,NA,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,612547f89bad5437aaecfa66,6704414f026babc0c70b4c16,670454a3ce6a8664c095daca,"The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.","We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.",Partisanship,Voter ID laws,Election fraud,Attempts to overturn elections,1,0.1111111111111111,QID55
1841,698,1,2024-10-07,35,-81,anonymous,EN,1,2,2,2,1,1,4,2,3,3,3,2,4,4,4,NA,NA,NA,2,3,4,4,4,1,2,1,5,5,5,1,NA,NA,NA,2,NA,5,NA,NA,NA,3,NA,NA,NA,2,3,NA,1,4,NA,NA,3,NA,NA,NA,1,NA,NA,NA,5,NA,2,NA,NA,NA,2,NA,NA,NA,1,1,NA,4,3,NA,NA,2,NA,NA,NA,1,2,4,4,4,1,3,1,1,4,1,2,2,1,2,667b0252bf9aa2af465bfee7,66da270a6acf8cbd58dc85fe,6704533b69352d9b25e24acc,"We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.","The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.",Immigration bringing in new voters who don’t share American values,Attempts to overturn elections,Influence of wealthy donors,Lack of patriotism,0,0,NA
1842,377,1,2024-10-07,37,-122,anonymous,EN,1,2,3,2,1,3,3,2,1,NA,1,4,4,4,1,NA,NA,NA,4,4,2,2,5,1,1,2,4,5,4,1,4,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,2,1,NA,NA,4,4,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,3,5,NA,NA,5,2,NA,NA,NA,1,2,2,1,1,1,2,4,2,2,1,2,1,1,2,6103d636a634895ac3451c48,66da270a6acf8cbd58dc85fe,670454acc608043ca58d8a95,The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,"We need to get rid of voter ID laws. Data shows that voter fraud is exceedingly rare, and voter ID laws are mostly used to justify discrimination, disenfranchising some voters on the basis of skin color.","We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","The Constitution is meant to be a living document, that American citizens adapt and modify to keep up with changing times. But these days, it’s just too hard to change. We need to make it easier to amend the Constitution so it can better address current problems.",Economic inequality,Conservative judges,The Electoral College,Left-wing extremism,1,0.1111111111111111,QID15
1843,794,1,2024-10-07,41,-74,anonymous,EN,1,2,4,1,1,1,2,1,1,NA,4,2,4,4,1,NA,NA,NA,4,3,1,1,5,1,1,1,4,5,5,NA,NA,NA,1,NA,2,4,NA,3,1,NA,NA,NA,NA,NA,4,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,1,NA,1,2,NA,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,4,4,NA,NA,1,NA,1,2,2,1,3,1,1,1,2,2,2,1,1,1,2,627fcb5e4e39675ff8d66061,6704414f026babc0c70b4c16,67045301c8bfd5b66a59cdcc,"We need new leadership. The leaders of both parties have been in office too long, and they’ve proven themselves either incapable of or unwilling to solve problems. It’s time for some fresh faces from a new generation.","The biggest problem in politics is extremism, on both sides. Both parties have been captured by activists who are out of touch with the public and only want to push their own ideological agendas. Politicians need to be more moderate like most Americans are.","It is time to take election fraud seriously. Whether it is foreign governments trying to influence our elections or non-citizens casting ballots, we need to take concrete steps to crack down on election interference and make sure that only eligible citizens vote in our elections.","We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.",Lack of patriotism,Left-wing extremism,Gerrymandering,Voter ignorance of how our government works,1,0.1111111111111111,QID55
1844,105,1,2024-10-07,36,-115,anonymous,EN,1,2,2,1,4,2,2,2,3,2,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66a9b3218f8e4eb0be082305,66da270a6acf8cbd58dc85fe,670455acc671e52de9f8bb73,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
1845,1818,1,2024-10-07,33,-97,anonymous,EN,1,2,2,1,1,2,5,4,2,NA,2,2,4,4,2,NA,NA,NA,1,2,3,3,2,1,3,2,4,4,4,NA,NA,NA,1,1,NA,3,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,3,3,NA,5,5,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,2,1,NA,NA,1,2,2,1,1,1,1,4,2,2,1,1,2,2,1,666303d485d352f6067b1f38,66da270a6acf8cbd58dc85fe,67044ec8f133bab0b13776ed,"We should make Washington, DC, and Puerto Rico into states. Right now, residents of both are US citizens but don’t have a say in Congress. Taxation without representation? That’s not what America is about.","We need to switch to a system of proportional representation for the US House of Representatives. Proportional representation means that a party gets the same percentage of seats in the House of Representatives as the percentage of votes they receive. This way, everyone's opinions are more fairly represented. It makes the system fairer for all parties.","We need to enact a universal voter ID law, requiring all Americans to show a valid ID before voting in any federal election. This ensures that only citizens are voting which guards against fraud, and ensures trust in the democratic process.","We need to get rid of voter ID laws. Data shows that voter fraud is exceedingly rare, and voter ID laws are mostly used to justify discrimination, disenfranchising some voters on the basis of skin color.",Influence of wealthy donors,Voter ID laws,Our democracy is not really under threat,Right-wing extremism,0,0,NA
1846,417,1,2024-10-07,42,-71,anonymous,EN,1,2,2,2,1,1,5,3,1,NA,1,2,4,4,1,NA,NA,NA,4,3,1,1,4,1,1,2,4,4,4,NA,4,1,NA,NA,NA,4,NA,NA,NA,NA,3,1,NA,2,NA,NA,2,3,NA,NA,NA,NA,2,NA,NA,2,1,NA,NA,NA,2,NA,NA,NA,NA,2,1,NA,1,NA,NA,5,5,NA,NA,NA,NA,1,NA,2,2,2,2,4,1,1,3,2,2,1,2,1,2,1,60105552a0d121342846b31a,66da270a6acf8cbd58dc85fe,67045489f176bcc64eb7a6e3,"We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","The pundits like to slice and dice our country into red states and blue states. But there is not a liberal America and a conservative America, there is the United States of America. We need to move past the division spread by politicians and the media and come together as one country.","We need term limits for Congress. We don’t need career politicians staying in office for decades, twelve years is long enough — that’s two terms for senators and six terms for representatives.","These days Congress can’t get anything done. It is unable to fix pressing problems because of gridlock. We need a national referendum process where we allow Americans to directly vote up or down on proposed policies, which almost every state already allows.",The Electoral College,Immigration bringing in new voters who don’t share American values,Election fraud,Racism,0,0,NA
1847,742,1,2024-10-07,40,-112,anonymous,EN,1,2,3,1,1,1,5,4,1,NA,1,2,5,4,1,NA,NA,NA,4,4,2,2,5,1,1,1,3,3,3,NA,NA,2,NA,NA,2,4,1,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,4,4,NA,1,NA,NA,NA,1,NA,NA,1,2,4,NA,NA,2,NA,NA,NA,NA,NA,4,NA,NA,NA,2,2,NA,1,NA,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,5f6837758ab63d4814ea553f,6704414f026babc0c70b4c16,67045346ba13a934df4f97fc,"We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","We need an age limit on candidates for president. Both the current and previous presidents are showing clear signs of cognitive decline. No person over 75 should be eligible for office, and all candidates should be required to take cognitive tests.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",The problem with our politics is the two-party duopoly that robs voters of a real choice. Independents are the fastest-growing group of voters because Americans are fed up with the existing options. We need a third party that can represent them.,Our democracy is not really under threat,Conservative judges,Extremism from both sides equally,Having only two political parties,0,0,NA
1848,332,1,2024-10-07,34,-84,anonymous,EN,1,2,3,2,1,2,5,2,3,1,1,5,4,4,1,NA,NA,NA,4,4,1,1,4,1,1,1,3,3,3,NA,4,NA,1,NA,5,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,3,NA,NA,NA,2,NA,1,NA,1,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,1,NA,2,5,NA,NA,4,4,4,3,3,1,4,4,3,2,1,1,2,2,1,66464cb044fefc1c7ae15f85,6704414f026babc0c70b4c16,670454d3ed11db2fb1b6da37,"We need to get rid of voter ID laws. Data shows that voter fraud is exceedingly rare, and voter ID laws are mostly used to justify discrimination, disenfranchising some voters on the basis of skin color.","We need to prosecute the politicians who supported — and rioters who took part in — the January 6th insurrection. Trying to steal an election is unacceptable and un-American, and any politician who tried to do so must be disqualified from ever holding office again.","In 1776, the founding fathers brought forth a new nation, conceived in liberty, and dedicated to the proposition that all men are created equal. Today, each of us as individuals must strive to uphold that ideal, and ensure that that government of the people, by the people, for the people, shall not perish from the Earth.","We need to expand the number of justices in the Supreme Court. Right now, the unelected conservative majority on the Court is taking away people's rights and forcing extreme rulings on the country. New justices would restore balance to the Court’s rulings.",Immigration bringing in new voters who don’t share American values,Voter ID laws,Our democracy is not really under threat,Having only two political parties,0,0,NA
1849,1119,1,2024-10-07,36,-83,anonymous,EN,1,2,3,1,1,2,5,5,2,NA,2,3,5,4,2,NA,NA,NA,1,1,4,4,1,1,1,1,3,3,3,NA,1,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,2,NA,NA,NA,1,NA,NA,1,NA,NA,2,1,NA,NA,NA,5,NA,NA,NA,NA,2,NA,5,5,NA,5,NA,NA,NA,1,NA,1,2,1,3,4,1,1,4,3,2,2,1,2,2,2,665358f21977781e0e8e6e2c,66da270a6acf8cbd58dc85fe,670451bd60a0345dff8676c9,"We need to ban members of Congress from trading individual stocks and bonds. Members of Congress are already paid over $170,000 per year, almost triple the median income. Elected officials should serve the public interest — not enrich themselves with insider trading.","We should only use paper ballots for our elections. Right now, some states use electronic voting machines, where election results can be manipulated. Paper ballots are safe from hacking and can be hand-counted, reducing fraud.","We need a national ban on gerrymandering: the process of politicians redrawing legislative districts to unfairly advantage their party. In a democracy, voters are supposed to pick the politicians — not the other way around.","We need to implement participatory budgeting, a system where community members are empowered through civic engagement to suggest and vote on ideas for spending a portion of a state or locality’s budget.",Economic inequality,Partisanship,Conservative judges,Left-wing extremism,1,0.1111111111111111,QID51
